#voltage[V] current[uA] LCR_freq[Hz] CP D CPerror Derror 
179.7 0.0670 316228 9.43635E-12 1.81354E-2 1.73559E-14 1.27813E-3
179.7 0.0690 1E6 1.26894E-11 7.59727E-2 4.10117E-15 1.99518E-4
185.7 0.0700 1000 1.06865E-11 9.91474E-2 2.71255E-14 3.07915E-3
185.7 0.0670 3162 1.01998E-11 7.54305E-2 2.37809E-14 1.07983E-2
185.7 0.0690 10000 9.61088E-12 2.82727E-2 2.46002E-14 2.45605E-3
185.7 0.0680 31623 9.45797E-12 1.13576E-2 7.07018E-15 1.84506E-3
185.7 0.0700 100000 9.50013E-12 1.54180E-2 1.91777E-15 3.15296E-4
185.7 0.0710 316228 9.43832E-12 1.77862E-2 1.12319E-14 1.75946E-3
185.7 0.0680 1E6 1.26854E-11 7.64513E-2 1.68656E-15 3.11795E-4
191.9 0.0670 1000 1.06519E-11 9.55623E-2 4.25019E-15 5.91235E-4
191.9 0.0700 3162 1.02244E-11 4.12928E-2 2.18518E-14 7.18332E-3
191.9 0.0700 10000 9.49886E-12 2.14952E-2 2.96534E-14 2.68916E-3
191.9 0.0700 31623 9.46452E-12 1.30530E-2 9.01720E-15 5.38039E-4
191.9 0.0710 100000 9.49826E-12 1.54091E-2 1.54645E-15 2.92680E-4
191.9 0.0690 316228 9.43510E-12 1.84647E-2 7.66800E-15 1.44206E-3
191.9 0.0690 1E6 1.26819E-11 7.53703E-2 3.93966E-15 2.39304E-4
198.4 0.0700 1000 1.06504E-11 1.00027E-1 3.05249E-14 2.11717E-3
198.4 0.0710 3162 1.01104E-11 8.00483E-2 6.50726E-14 1.05910E-2
198.4 0.0700 10000 9.61764E-12 2.55336E-2 1.52565E-14 2.11921E-3
198.4 0.0710 31623 9.45623E-12 1.24246E-2 1.27302E-14 1.36908E-3
198.4 0.0680 100000 9.49614E-12 1.55284E-2 3.06230E-15 2.88043E-4
198.4 0.0710 316228 9.43416E-12 1.74583E-2 1.54031E-14 1.41101E-3
198.4 0.0700 1E6 1.26783E-11 7.49906E-2 3.19568E-15 3.12388E-4
205.0 0.0700 1000 1.06922E-11 9.66317E-2 1.16259E-14 1.98848E-3
205.0 0.0700 3162 9.90909E-12 3.46208E-2 2.16985E-14 1.59416E-3
205.0 0.0700 10000 9.44035E-12 2.78693E-2 2.70001E-14 3.27807E-3
205.1 0.0670 31623 9.45305E-12 1.20467E-2 1.84438E-14 1.22679E-3
205.1 0.0700 100000 9.49372E-12 1.54132E-2 2.34951E-15 2.80162E-4
205.0 0.0720 316228 9.42793E-12 1.77458E-2 2.14090E-14 1.98312E-3
205.1 0.0710 1E6 1.26759E-11 7.52991E-2 2.85323E-15 2.21039E-4
212.0 0.0690 1000 1.06555E-11 9.81172E-2 3.17625E-14 2.94714E-3
211.9 0.0720 3162 1.01584E-11 3.65246E-2 1.10672E-13 7.10554E-3
212.0 0.0720 10000 9.52482E-12 3.84045E-2 4.62547E-14 2.80473E-3
212.0 0.0720 31623 9.44645E-12 1.24640E-2 1.01398E-14 1.51408E-3
211.9 0.0710 100000 9.49109E-12 1.53943E-2 1.27428E-15 2.60716E-4
212.0 0.0710 316228 9.41604E-12 1.84142E-2 1.50248E-14 5.19696E-4
211.9 0.0730 1E6 1.26668E-11 7.60721E-2 2.90386E-15 3.65598E-4
219.1 0.0710 1000 1.06925E-11 9.66219E-2 1.05533E-14 2.24988E-3
219.1 0.0700 3162 9.72631E-12 6.51805E-2 3.30453E-14 1.52080E-2
219.0 0.0720 10000 9.60764E-12 3.05411E-2 2.24363E-14 3.10373E-3
219.0 0.0710 31623 9.45368E-12 1.24630E-2 1.38194E-14 1.50195E-3
219.1 0.0700 100000 9.48762E-12 1.55870E-2 1.67942E-15 2.46753E-4
219.1 0.0700 316228 9.42274E-12 1.75594E-2 1.76191E-14 1.73829E-3
219.1 0.0750 1E6 1.26696E-11 7.53457E-2 2.83988E-15 2.84934E-4
226.4 0.0730 1000 1.06638E-11 9.76709E-2 3.26985E-14 3.21524E-3
226.4 0.0720 3162 1.01857E-11 7.17156E-2 5.69647E-14 1.31486E-2
226.4 0.0720 10000 9.51217E-12 2.23248E-2 3.75397E-14 2.58216E-3
226.4 0.0700 31623 9.44408E-12 1.28249E-2 1.40159E-14 1.40141E-3
226.4 0.0730 100000 9.48561E-12 1.53394E-2 1.90211E-15 1.09436E-4
226.4 0.0720 316228 9.41245E-12 1.85148E-2 1.74890E-14 1.47552E-3
226.4 0.0730 1E6 1.26680E-11 7.51834E-2 4.58110E-15 4.91398E-4
234.0 0.0720 1000 1.06706E-11 9.74223E-2 3.96208E-14 3.23358E-3
234.0 0.0720 3162 1.02589E-11 5.11257E-2 3.05375E-14 1.09010E-2
234.0 0.0720 10000 9.43378E-12 3.47341E-2 2.68978E-14 2.63726E-3
234.0 0.0710 31623 9.44993E-12 1.29030E-2 1.20538E-14 1.86339E-3
234.0 0.0730 100000 9.48242E-12 1.55671E-2 2.44684E-15 1.66548E-4
234.0 0.0730 316228 9.41294E-12 1.79453E-2 1.74443E-14 1.38744E-3
234.0 0.0720 1E6 1.26615E-11 7.64656E-2 4.06664E-15 2.39825E-4
241.9 0.0750 1000 1.06572E-11 9.77305E-2 3.37781E-14 3.37473E-3
241.9 0.0740 3162 9.71444E-12 6.30408E-2 2.04909E-14 8.39824E-3
241.9 0.0720 10000 9.45028E-12 3.79571E-2 2.09846E-14 1.65045E-3
241.9 0.0700 31623 9.44230E-12 1.29214E-2 1.37667E-14 8.62829E-4
241.9 0.0730 100000 9.48208E-12 1.56055E-2 2.59628E-15 1.37086E-4
241.9 0.0720 316228 9.41122E-12 1.86924E-2 1.49181E-14 1.27715E-3
241.9 0.0730 1E6 1.26593E-11 7.68371E-2 4.86971E-15 2.85332E-4
250.0 0.0740 1000 1.06462E-11 9.63140E-2 2.32188E-14 3.06156E-3
250.0 0.0740 3162 9.90331E-12 3.25063E-2 6.78020E-14 8.26880E-3
250.0 0.0740 10000 9.58411E-12 3.66372E-2 2.33336E-14 3.76081E-3
250.0 0.0740 31623 9.44700E-12 1.36702E-2 1.30140E-14 1.17025E-3
250.0 0.0730 100000 9.47919E-12 1.57663E-2 1.32362E-15 1.63735E-4
250.0 0.0700 316228 9.40972E-12 1.90836E-2 1.64144E-14 1.70682E-3
250.0 0.0730 1E6 1.26524E-11 7.75889E-2 3.14434E-15 3.42975E-4
#voltage[V] current[uA] LCR_freq[Hz] CP D CPerror Derror 
255.0 0.0740 1000 1.06745E-11 9.60844E-2 3.26275E-14 2.55099E-3
255.0 0.0730 3162 1.02329E-11 7.08441E-2 1.36646E-14 1.06259E-2
255.0 0.0750 10000 9.49684E-12 2.18319E-2 1.85752E-14 2.91876E-3
255.0 0.0750 31623 9.44578E-12 1.26281E-2 9.97073E-15 1.06986E-3
255.0 0.0730 100000 9.47986E-12 1.77867E-2 1.46672E-15 2.39996E-4
255.0 0.0740 316228 9.40703E-12 2.58878E-2 7.78986E-15 1.61801E-3
255.0 0.0730 1E6 1.25978E-11 1.01747E-1 2.22899E-15 1.96460E-4
265.4 0.0750 1000 1.06617E-11 9.17942E-2 7.51010E-15 4.66902E-4
265.4 0.0730 3162 9.90104E-12 8.77775E-2 2.40697E-14 4.06248E-3
265.4 0.0710 10000 9.59799E-12 2.89272E-2 2.31631E-14 2.91967E-3
265.4 0.0710 31623 9.43607E-12 1.34580E-2 1.22889E-14 1.01049E-3
265.4 0.0740 100000 9.47662E-12 1.86704E-2 1.97056E-15 2.52674E-4
265.3 0.0750 316228 9.40302E-12 2.87071E-2 1.16978E-14 1.04261E-3
265.4 0.0760 1E6 1.25711E-11 1.10878E-1 3.46157E-15 2.55886E-4
275.7 0.0760 1000 1.06819E-11 9.55336E-2 2.97399E-14 2.81310E-3
275.7 0.0720 3162 9.96234E-12 8.42503E-2 1.04404E-13 1.00583E-2
275.7 0.0720 10000 9.46205E-12 2.42397E-2 3.83399E-14 3.51054E-3
275.7 0.0750 31623 9.43836E-12 1.44416E-2 1.18249E-14 1.02430E-3
275.7 0.0740 100000 9.47316E-12 1.88932E-2 2.30772E-15 2.33182E-4
275.7 0.0740 316228 9.39317E-12 2.95332E-2 1.63460E-14 1.90869E-3
275.7 0.0720 1E6 1.25627E-11 1.12204E-1 4.08554E-15 3.40680E-4
286.1 0.0730 1000 1.06757E-11 9.57216E-2 3.09956E-14 3.03265E-3
286.1 0.0740 3162 9.71954E-12 5.63263E-2 3.03376E-14 1.86213E-2
286.1 0.0760 10000 9.52683E-12 4.07764E-2 4.23290E-14 2.48554E-3
286.1 0.0750 31623 9.43405E-12 1.40834E-2 1.39095E-14 1.63954E-3
286.1 0.0740 100000 9.47012E-12 1.89431E-2 2.07425E-15 2.21473E-4
286.1 0.0740 316228 9.39950E-12 2.89162E-2 2.44871E-14 2.57146E-3
286.1 0.0760 1E6 1.25538E-11 1.13550E-1 5.34417E-15 3.50263E-4
296.4 0.0760 1000 1.06742E-11 9.52610E-2 3.21016E-14 2.89197E-3
296.4 0.0730 3162 9.74380E-12 6.92655E-2 8.78883E-14 1.74922E-2
296.4 0.0740 10000 9.57549E-12 3.75813E-2 3.32469E-14 3.88662E-3
296.4 0.0750 31623 9.43432E-12 1.45843E-2 1.23934E-14 1.62887E-3
296.4 0.0750 100000 9.46853E-12 1.91472E-2 1.71673E-15 2.01925E-4
296.4 0.0750 316228 9.39678E-12 2.85389E-2 1.41348E-14 1.30970E-3
296.4 0.0750 1E6 1.25476E-11 1.14784E-1 3.40887E-15 4.21941E-4
306.8 0.0760 1000 1.06779E-11 9.49901E-2 3.05158E-14 3.13296E-3
306.8 0.0740 3162 9.73344E-12 6.77475E-2 6.55425E-14 1.73057E-2
306.8 0.0780 10000 9.59112E-12 3.12985E-2 2.45529E-14 4.04387E-3
306.8 0.0760 31623 9.42391E-12 1.45171E-2 1.89338E-14 1.06339E-3
306.8 0.0770 100000 9.46534E-12 1.91475E-2 3.12151E-15 1.63754E-4
306.8 0.0750 316228 9.38971E-12 2.83784E-2 9.30952E-15 1.18060E-3
306.8 0.0780 1E6 1.25504E-11 1.13234E-1 2.42644E-15 3.16641E-4
317.1 0.0760 1000 1.06643E-11 9.44359E-2 3.05327E-14 2.96759E-3
317.1 0.0750 3162 9.96206E-12 8.39936E-2 1.27989E-13 5.33473E-3
317.1 0.0770 10000 9.49236E-12 2.30941E-2 5.09780E-14 3.48812E-3
317.1 0.0770 31623 9.43169E-12 1.42128E-2 8.78507E-15 1.37978E-3
317.1 0.0760 100000 9.46329E-12 1.89929E-2 1.45932E-15 2.09026E-4
317.1 0.0770 316228 9.38596E-12 2.92841E-2 1.35257E-14 1.25205E-3
317.1 0.0750 1E6 1.25461E-11 1.12453E-1 2.82037E-15 3.19822E-4
327.5 0.0760 1000 1.06660E-11 9.43795E-2 2.96607E-14 2.65532E-3
327.5 0.0770 3162 9.98504E-12 3.31905E-2 1.09129E-13 1.68238E-3
327.5 0.0780 10000 9.54531E-12 3.78823E-2 3.67675E-14 3.42378E-3
327.5 0.0760 31623 9.43588E-12 1.46969E-2 1.33582E-14 9.58581E-4
327.5 0.0770 100000 9.46197E-12 1.90284E-2 2.14796E-15 1.50543E-4
327.5 0.0770 316228 9.39398E-12 2.95036E-2 1.37967E-14 2.45664E-3
327.5 0.0780 1E6 1.25419E-11 1.12842E-1 3.30819E-15 3.33569E-4
337.9 0.0790 1000 1.06588E-11 9.43350E-2 4.25302E-14 3.40000E-3
337.9 0.0780 3162 1.02309E-11 5.47587E-2 3.09246E-14 1.68720E-2
337.9 0.0780 10000 9.44167E-12 2.80081E-2 3.64335E-14 4.41646E-3
337.9 0.0800 31623 9.42389E-12 1.46966E-2 1.18666E-14 1.06227E-3
337.9 0.0760 100000 9.46010E-12 1.89908E-2 2.19802E-15 2.35658E-4
337.9 0.0790 316228 9.38167E-12 2.91536E-2 1.56489E-14 1.81805E-3
337.9 0.0780 1E6 1.25500E-11 1.11581E-1 3.47845E-15 3.88977E-4
348.2 0.0780 1000 1.06622E-11 9.44439E-2 3.08959E-14 2.77334E-3
348.2 0.0780 3162 9.71361E-12 5.86158E-2 3.86132E-14 1.74387E-2
348.2 0.0780 10000 9.51100E-12 2.26470E-2 3.16728E-14 2.22674E-3
348.2 0.0780 31623 9.41989E-12 1.47133E-2 1.46464E-14 1.04157E-3
348.2 0.0790 100000 9.45813E-12 1.90229E-2 1.96778E-15 2.12608E-4
348.2 0.0810 316228 9.38824E-12 2.85248E-2 1.31351E-14 1.00197E-3
348.2 0.0770 1E6 1.25461E-11 1.10956E-1 2.22630E-15 2.00117E-4
358.6 0.0770 1000 1.06522E-11 9.43374E-2 3.30211E-14 3.20192E-3
358.6 0.0790 3162 9.81711E-12 7.37183E-2 1.23594E-13 1.31412E-2
358.6 0.0790 10000 9.51921E-12 2.39145E-2 5.09091E-14 3.04362E-3
358.6 0.0790 31623 9.41735E-12 1.46652E-2 1.29583E-14 8.62241E-4
358.6 0.0790 100000 9.45601E-12 1.87273E-2 2.01142E-15 1.74438E-4
358.6 0.0790 316228 9.38315E-12 2.92999E-2 1.24440E-14 1.97306E-3
358.6 0.0780 1E6 1.25451E-11 1.09743E-1 4.87899E-15 3.72459E-4
369.0 0.0820 1000 1.06519E-11 9.38568E-2 3.03693E-14 2.91564E-3
368.9 0.0760 3162 1.01931E-11 7.08350E-2 7.35339E-14 1.51827E-2
368.9 0.0810 10000 9.50237E-12 4.02227E-2 3.50636E-14 2.37750E-3
368.9 0.0780 31623 9.42876E-12 1.49039E-2 1.11280E-14 1.44454E-3
368.9 0.0790 100000 9.45440E-12 1.85753E-2 1.86095E-15 1.33404E-4
368.9 0.0810 316228 9.37985E-12 2.73952E-2 1.55887E-14 1.71889E-3
368.9 0.0780 1E6 1.25525E-11 1.06544E-1 2.00659E-15 2.62075E-4
379.3 0.0790 1000 1.06448E-11 9.32943E-2 3.52768E-14 3.19455E-3
379.3 0.0800 3162 9.76128E-12 3.64901E-2 4.86719E-14 1.34896E-2
379.3 0.0800 10000 9.49122E-12 4.02259E-2 1.79392E-14 1.66849E-3
379.3 0.0810 31623 9.41310E-12 1.43224E-2 6.31690E-15 1.44733E-3
379.3 0.0790 100000 9.45331E-12 1.80494E-2 1.69538E-15 1.82302E-4
379.3 0.0800 316228 9.38305E-12 2.53218E-2 1.59375E-14 1.64149E-3
379.3 0.0810 1E6 1.25692E-11 1.00806E-1 2.32860E-15 2.86455E-4
389.7 0.0820 1000 1.06788E-11 9.21729E-2 3.76252E-13 7.98988E-3
389.6 0.0800 3162 9.75176E-12 7.56820E-2 1.02121E-13 1.14944E-2
389.6 0.0810 10000 9.52746E-12 1.73995E-2 4.87885E-14 3.77014E-3
389.7 0.0810 31623 9.41552E-12 1.22014E-2 1.15148E-14 1.59822E-3
389.7 0.0790 100000 9.44942E-12 1.81898E-2 4.39281E-15 2.86203E-4
389.7 0.0810 316228 9.38666E-12 2.83299E-2 1.84552E-14 1.00269E-3
389.7 0.0800 1E6 1.25126E-11 1.18579E-1 5.65399E-15 1.14170E-3
400.0 0.0840 1000 1.05629E-11 9.95552E-2 1.71937E-13 9.38149E-3
400.0 0.0820 3162 1.01417E-11 3.91864E-2 6.21114E-14 1.60937E-2
400.0 0.0810 10000 9.39950E-12 3.22150E-2 2.69369E-14 4.26957E-3
400.0 0.0790 31623 9.41402E-12 1.34246E-2 1.14044E-14 1.13322E-3
400.0 0.0840 100000 9.44797E-12 1.99150E-2 3.49076E-15 1.64996E-4
400.0 0.0830 316228 9.37592E-12 3.23291E-2 9.35153E-15 1.30452E-3
400.0 0.0820 1E6 1.24959E-11 1.23485E-1 3.77848E-15 5.34931E-4
